gene.names	cluster
ENSMUSG00000054414	Slc30a7	1
ENSMUSG00000058589	Anks1b	1
ENSMUSG00000056268	Dennd1b	1
ENSMUSG00000043881	Kbtbd7	1
ENSMUSG00000036499	Eea1	1
ENSMUSG00000047879	Usp14	1
ENSMUSG00000024400	Wdr33	1
ENSMUSG00000062232	Rapgef2	1
ENSMUSG00000001983	Taco1	1
ENSMUSG00000041757	Plekha6	1
ENSMUSG00000060336	Zfp937	1
ENSMUSG00000054676	1600014C10Rik	1
ENSMUSG00000037434	Slc30a1	1
ENSMUSG00000041014	Nrg3	1
ENSMUSG00000112280	A830082N09Rik	1
ENSMUSG00000055761	Nkain3	1
ENSMUSG00000063531	Sema3e	1
ENSMUSG00000052889	Prkcb	1
ENSMUSG00000024276	Zfp397	1
ENSMUSG00000055204	Ankrd17	1
ENSMUSG00000053702	Nebl	1
ENSMUSG00000116594	Gm49601	1
ENSMUSG00000024259	Slc25a46	1
ENSMUSG00000032308	Ulk3	1
ENSMUSG00000050697	Prkaa1	1
ENSMUSG00000029249	Rest	1
ENSMUSG00000022861	Dgkg	1
ENSMUSG00000101599	Gm20342	1
ENSMUSG00000020135	Apc2	1
ENSMUSG00000042428	Mgat3	1
ENSMUSG00000031327	Chic1	1
ENSMUSG00000030209	Grin2b	1
ENSMUSG00000061536	Sec22c	1
ENSMUSG00000022914	Brwd1	1
ENSMUSG00000035161	Ints6	1
ENSMUSG00000041923	Nol4	1
ENSMUSG00000111496	Gm47483	1
ENSMUSG00000027951	Adar	1
ENSMUSG00000047344	Lancl3	1
ENSMUSG00000001175	Calm1	1
ENSMUSG00000102516	Gm38340	1
ENSMUSG00000040396	Abhd13	1
ENSMUSG00000034453	Polr3b	1
ENSMUSG00000052005	NA	1
ENSMUSG00000057842	Zfp595	1
ENSMUSG00000037851	Iars1	1
ENSMUSG00000047205	Dusp18	1
ENSMUSG00000029207	Apbb2	1
ENSMUSG00000000948	Gm38393	1
ENSMUSG00000019982	Myb	1
ENSMUSG00000038024	Dennd4c	1
ENSMUSG00000031758	Cdyl2	1
ENSMUSG00000020456	Ogdh	1
ENSMUSG00000039089	L3mbtl3	1
ENSMUSG00000034295	Fhod3	1
ENSMUSG00000098208	Gm8349	1
ENSMUSG00000021488	Nsd1	1
ENSMUSG00000029798	Herc6	1
ENSMUSG00000036391	Sec24a	1
ENSMUSG00000046032	Snx12	1
ENSMUSG00000020883	Fbxl20	1
ENSMUSG00000041624	Gucy1a2	1
ENSMUSG00000105107	Gm43412	1
ENSMUSG00000090093	Gm14399	1
ENSMUSG00000038048	Cntnap5c	1
ENSMUSG00000070047	Fat1	1
ENSMUSG00000025006	Sorbs1	1
ENSMUSG00000025776	Crispld1	1
ENSMUSG00000059263	Usp47	1
ENSMUSG00000113328	Gm47260	1
ENSMUSG00000041762	Gpr155	1
ENSMUSG00000005089	Slc1a2	1
ENSMUSG00000068823	Csde1	1
ENSMUSG00000104344	Gm38077	1
ENSMUSG00000024887	Asah2	1
ENSMUSG00000069554	I830134H01Rik	1
ENSMUSG00000075376	Rc3h2	1
ENSMUSG00000005871	Apc	1
ENSMUSG00000038065	Mturn	1
ENSMUSG00000031647	Mfap3l	1
ENSMUSG00000020271	Fbxw11	1
ENSMUSG00000025958	Creb1	1
ENSMUSG00000029823	Luc7l2	1
ENSMUSG00000036469	Marchf1	1
ENSMUSG00000007440	Pcdha10	1
ENSMUSG00000034101	Ctnnd1	1
ENSMUSG00000035941	Ibtk	1
ENSMUSG00000110869	Gm49628	1
ENSMUSG00000084842	Pabpc1l2b	1
ENSMUSG00000108621	Gm33989	1
ENSMUSG00000059146	Ntrk3	1
ENSMUSG00000100147	1700047M11Rik	1
ENSMUSG00000004771	Rab11a	1
ENSMUSG00000038056	Kmt2c	1
ENSMUSG00000092384	Gm4189	1
ENSMUSG00000001376	Vps50	1
ENSMUSG00000063687	Pcdhb5	1
ENSMUSG00000026463	Atp2b4	1
ENSMUSG00000030310	Slc6a1	1
ENSMUSG00000046185	Zfp84	1
ENSMUSG00000019943	Atp2b1	1
ENSMUSG00000021738	Atxn7	1
ENSMUSG00000078862	Gm14326	1
ENSMUSG00000022897	Dyrk1a	1
ENSMUSG00000031492	Chrnb3	1
ENSMUSG00000040481	Bptf	1
ENSMUSG00000061175	Fnip2	1
ENSMUSG00000049550	Clip1	1
ENSMUSG00000046532	Ar	1
ENSMUSG00000042202	Slc35e2	1
ENSMUSG00000028005	Gucy1b1	1
ENSMUSG00000039252	Lgi2	1
ENSMUSG00000050965	Prkca	1
ENSMUSG00000057522	Spop	1
ENSMUSG00000106990	Gm42547	1
ENSMUSG00000030616	Sytl2	1
ENSMUSG00000030662	Ipo5	1
ENSMUSG00000051242	Pcdhb9	1
ENSMUSG00000033883	Zfp267	1
ENSMUSG00000032293	Ireb2	1
ENSMUSG00000034480	Diaph2	1
ENSMUSG00000038518	Jarid2	1
ENSMUSG00000053333	Dis3l2	1
ENSMUSG00000034574	Daam1	1
ENSMUSG00000114590	5930438M14Rik	1
ENSMUSG00000005534	Insr	1
ENSMUSG00000039477	Tnrc18	1
ENSMUSG00000090935	Synj2bp	1
ENSMUSG00000103378	Gm37176	1
ENSMUSG00000027677	Ttc14	1
ENSMUSG00000101008	Gm29442	1
ENSMUSG00000091542	Gm17167	1
ENSMUSG00000030469	Zfp719	1
ENSMUSG00000035681	Kcnc2	1
ENSMUSG00000021687	Scamp1	1
ENSMUSG00000024277	Mapre2	1
ENSMUSG00000038014	Fam120a	1
ENSMUSG00000058571	Gpc6	1
ENSMUSG00000051455	Meioc	1
ENSMUSG00000089857	Zfp882	1
ENSMUSG00000033004	Mycbp2	1
ENSMUSG00000107655	Gm44220	1
ENSMUSG00000111360	Gm38642	1
ENSMUSG00000032549	Rab6b	1
ENSMUSG00000031364	Grpr	1
ENSMUSG00000032878	Ccdc85a	1
ENSMUSG00000047434	Xxylt1	1
ENSMUSG00000029992	Gfpt1	1
ENSMUSG00000046985	Tapt1	1
ENSMUSG00000038047	Haus6	1
ENSMUSG00000042046	Dstyk	1
ENSMUSG00000032570	Atp2c1	1
ENSMUSG00000046836	Brox	1
ENSMUSG00000037896	Rcor1	1
ENSMUSG00000025893	Kbtbd3	1
ENSMUSG00000097065	NA	1
ENSMUSG00000023927	Satb1	1
ENSMUSG00000026748	Plxdc2	1
ENSMUSG00000051391	Ywhag	1
ENSMUSG00000063952	Brpf3	1
ENSMUSG00000078622	Ccdc47	1
ENSMUSG00000021451	Sema4d	1
ENSMUSG00000025139	Tollip	1
ENSMUSG00000097869	NA	1
ENSMUSG00000062098	Btbd3	1
ENSMUSG00000068742	Cry2	1
ENSMUSG00000078878	Gm14305	1
ENSMUSG00000051331	Cacna1c	1
ENSMUSG00000048000	Gigyf2	1
ENSMUSG00000028232	Tmem68	1
ENSMUSG00000060371	Caln1	1
ENSMUSG00000021831	Ero1a	1
ENSMUSG00000035152	Ap2b1	1
ENSMUSG00000053819	Camk2d	1
ENSMUSG00000053580	Tanc2	1
ENSMUSG00000055065	Ddx17	1
ENSMUSG00000040325	Dcaf1	1
ENSMUSG00000062627	Mysm1	1
ENSMUSG00000027692	Tnik	1
ENSMUSG00000002028	Kmt2a	1
ENSMUSG00000040035	Disp2	1
ENSMUSG00000031626	Sorbs2	1
ENSMUSG00000033964	Zbtb41	1
ENSMUSG00000039967	Zfp292	1
ENSMUSG00000068205	Macrod2	1
ENSMUSG00000115148	Gm49125	1
ENSMUSG00000029438	Bcl7a	1
ENSMUSG00000034997	Htr2a	1
ENSMUSG00000061313	Ddhd2	1
ENSMUSG00000085566	A730017L22Rik	1
ENSMUSG00000050229	Pigm	1
ENSMUSG00000098098	Bvht	1
ENSMUSG00000022672	Prkdc	1
ENSMUSG00000033105	Lss	1
ENSMUSG00000086513	Gvin-ps1	1
ENSMUSG00000031540	Kat6a	1
ENSMUSG00000102918	Pcdhgc3	1
ENSMUSG00000014763	Fam120b	1
ENSMUSG00000038774	Ascc3	1
ENSMUSG00000082587	Gm12129	1
ENSMUSG00000044807	Zfp354c	1
ENSMUSG00000026556	Vangl2	1
ENSMUSG00000021983	Atp8a2	1
ENSMUSG00000029202	Pds5a	1
ENSMUSG00000028842	Ago3	1
ENSMUSG00000080993	Gm12903	1
ENSMUSG00000106241	Gm43143	1
ENSMUSG00000074220	Zfp382	1
ENSMUSG00000022305	Lrp12	1
ENSMUSG00000029426	Scarb2	1
ENSMUSG00000028211	Trp53inp1	1
ENSMUSG00000114230	Gm48239	1
ENSMUSG00000022995	Enah	1
ENSMUSG00000032913	Lrig2	1
ENSMUSG00000073879	Gm54215	1
ENSMUSG00000021250	Fos	1
ENSMUSG00000029372	Ppbp	1
ENSMUSG00000050967	Creg2	1
ENSMUSG00000040640	Erc2	1
ENSMUSG00000073514	Dok6	1
ENSMUSG00000039106	Htr5a	1
ENSMUSG00000065954	Tacc1	1
ENSMUSG00000039879	Heca	1
ENSMUSG00000050272	Dscam	1
ENSMUSG00000045515	Pou3f3	1
ENSMUSG00000038212	Mfsd14b	1
ENSMUSG00000008429	Herpud2	1
ENSMUSG00000022100	Xpo7	1
ENSMUSG00000024190	Dusp1	1
ENSMUSG00000018427	Ypel2	1
ENSMUSG00000029676	Pot1a	1
ENSMUSG00000030232	Aebp2	1
ENSMUSG00000089824	Rbm12	1
ENSMUSG00000031715	Smarca5	1
ENSMUSG00000035764	Fbxo45	1
ENSMUSG00000101643	Gm28307	1
ENSMUSG00000030321	Efcab12	1
ENSMUSG00000066735	Vkorc1l1	1
ENSMUSG00000103509	Gm38372	1
ENSMUSG00000019888	Mgat4c	1
ENSMUSG00000027366	Sppl2a	1
ENSMUSG00000043909	Trp53bp1	1
ENSMUSG00000117653	Gm50009	1
ENSMUSG00000031433	Rbm41	1
ENSMUSG00000017550	Atad5	1
ENSMUSG00000058975	Kcnc1	1
ENSMUSG00000007880	Arid1a	1
ENSMUSG00000084859	1700080N15Rik	1
ENSMUSG00000060988	Galnt13	1
ENSMUSG00000041308	Sntb2	1
ENSMUSG00000001323	Srr	1
ENSMUSG00000047910	Pcdhb16	1
ENSMUSG00000028397	Kdm4c	1
ENSMUSG00000110840	Gm47496	1
ENSMUSG00000028149	Rap1gds1	1
ENSMUSG00000032437	Stt3b	1
ENSMUSG00000025937	Lactb2	1
ENSMUSG00000027796	Smad9	1
ENSMUSG00000101872	Gm29237	1
ENSMUSG00000036985	Zdhhc9	1
ENSMUSG00000070939	Tgfbrap1	1
ENSMUSG00000031302	Nlgn3	1
ENSMUSG00000074342	I830077J02Rik	1
ENSMUSG00000105263	Gm42427	1
ENSMUSG00000029471	Camkk2	1
ENSMUSG00000030806	Stx1b	1
ENSMUSG00000041817	Fam169a	1
ENSMUSG00000005371	Fbxo11	1
ENSMUSG00000041702	Btbd7	1
ENSMUSG00000038658	Ric1	1
ENSMUSG00000043542	Zc2hc1a	1
ENSMUSG00000020130	Tbc1d15	1
ENSMUSG00000028999	Rint1	1
ENSMUSG00000032652	Crebl2	1
ENSMUSG00000104768	Gm38412	1
ENSMUSG00000020954	Strn3	1
ENSMUSG00000068748	Ptprz1	1
ENSMUSG00000038564	Ift172	1
ENSMUSG00000068663	Clec16a	1
ENSMUSG00000085009	Gm12977	1
ENSMUSG00000053477	Tcf4	1
ENSMUSG00000097718	NA	1
ENSMUSG00000030393	Zik1	1
ENSMUSG00000009030	Pdcl	1
ENSMUSG00000081611	Gm13651	1
ENSMUSG00000030870	Ubfd1	1
ENSMUSG00000022636	Alcam	1
ENSMUSG00000029775	Klhdc10	1
ENSMUSG00000045962	Wnk1	1
ENSMUSG00000036053	Fmnl2	1
ENSMUSG00000062991	Nrg1	1
ENSMUSG00000107810	Gm18609	1
ENSMUSG00000020115	Tbk1	1
ENSMUSG00000042447	Mios	1
ENSMUSG00000005312	Ubqln1	1
ENSMUSG00000040896	Kcnd3	1
ENSMUSG00000097815	NA	1
ENSMUSG00000106416	Gm5857	1
ENSMUSG00000020368	Canx	1
ENSMUSG00000106665	Gm43389	1
ENSMUSG00000054051	Ercc6	1
ENSMUSG00000028156	Eif4e	1
ENSMUSG00000056476	Med12l	1
ENSMUSG00000046159	Chrm3	1
ENSMUSG00000026491	Ahctf1	1
ENSMUSG00000045098	Kmt5b	1
ENSMUSG00000105198	Gm42502	1
ENSMUSG00000109390	Gm45718	1
ENSMUSG00000030452	Nipa2	1
ENSMUSG00000051323	Pcdh19	1
ENSMUSG00000028572	Hook1	1
ENSMUSG00000021959	Lats2	1
ENSMUSG00000034312	Iqsec1	1
ENSMUSG00000020646	Mboat2	1
ENSMUSG00000047592	Nxpe5	1
ENSMUSG00000026348	Acmsd	1
ENSMUSG00000028668	Eloa	1
ENSMUSG00000014602	Kif1a	1
ENSMUSG00000024231	Cul2	1
ENSMUSG00000025245	Lztfl1	1
ENSMUSG00000063047	Zfp780b	1
ENSMUSG00000021577	Sdha	1
ENSMUSG00000037029	Zfp146	1
ENSMUSG00000045180	Shroom2	1
ENSMUSG00000049252	Lrp1b	1
ENSMUSG00000049421	Zfp260	1
ENSMUSG00000050079	Rspry1	1
ENSMUSG00000053617	Sh3pxd2a	1
ENSMUSG00000083377	Gm12653	1
ENSMUSG00000087403	Kantr	1
ENSMUSG00000073728	Tmem51os1	1
ENSMUSG00000022802	Lmln	1
ENSMUSG00000000127	Fer	1
ENSMUSG00000028864	Hgf	1
ENSMUSG00000024780	Cdc37l1	1
ENSMUSG00000064065	Ipcef1	1
ENSMUSG00000042650	Alkbh5	1
ENSMUSG00000047485	Klhl34	1
ENSMUSG00000040125	Gpr26	1
ENSMUSG00000033618	Map3k13	1
ENSMUSG00000038538	Ubn2	1
ENSMUSG00000024603	Dctn4	1
ENSMUSG00000032411	Tfdp2	1
ENSMUSG00000022789	Dnm1l	1
ENSMUSG00000107962	Gm43980	1
ENSMUSG00000021991	Cacna2d3	1
ENSMUSG00000022360	Atad2	1
ENSMUSG00000117356	Gm46633	1
ENSMUSG00000010721	Lmbr1	1
ENSMUSG00000027288	Zfp106	1
ENSMUSG00000021756	Il6st	1
ENSMUSG00000025612	Bach1	1
ENSMUSG00000109460	Gm45591	1
ENSMUSG00000039458	Mtmr12	1
ENSMUSG00000038127	Ccdc50	1
ENSMUSG00000028412	Slc44a1	1
ENSMUSG00000111489	1700019J19Rik	1
ENSMUSG00000071796	6820431F20Rik	1
ENSMUSG00000031290	Lrch2	1
ENSMUSG00000052798	Nup107	1
ENSMUSG00000100937	Nscme3l	1
ENSMUSG00000033458	Fan1	1
ENSMUSG00000069114	Zbtb10	1
ENSMUSG00000118154	9330117O12Rik	1
ENSMUSG00000019820	Utrn	1
ENSMUSG00000040520	Manea	1
ENSMUSG00000048280	Zfp738	1
ENSMUSG00000036819	Jmjd4	1
ENSMUSG00000096862	Gm5859	1
ENSMUSG00000045294	Insig1	1
ENSMUSG00000055817	Mta3	1
ENSMUSG00000050556	Kcnb1	1
ENSMUSG00000001942	Siae	1
ENSMUSG00000024892	Pcx	1
ENSMUSG00000053950	Adnp2	1
ENSMUSG00000033361	Prrg3	1
ENSMUSG00000047514	Tspyl1	1
ENSMUSG00000055660	Mettl4	1
ENSMUSG00000042185	Nfrkb	1
ENSMUSG00000032217	Rnf111	1
ENSMUSG00000042524	Sun2	1
ENSMUSG00000085379	2310058D17Rik	1
ENSMUSG00000022195	6030458C11Rik	1
ENSMUSG00000063108	Zfp26	1
ENSMUSG00000111069	Gm48646	1
ENSMUSG00000046959	Slc26a1	1
ENSMUSG00000021779	Thrb	1
ENSMUSG00000021583	Erap1	1
ENSMUSG00000041954	Tnfrsf18	1
ENSMUSG00000032902	Slc16a1	1
ENSMUSG00000068959	Zfp619	1
ENSMUSG00000027519	Rab22a	1
ENSMUSG00000027550	Lrrcc1	1
ENSMUSG00000039842	Mcph1	1
ENSMUSG00000104037	Gm37776	1
ENSMUSG00000099908	Gm28539	1
ENSMUSG00000015599	Ttbk1	1
ENSMUSG00000029020	Mfn2	1
ENSMUSG00000111942	Gm5182	1
ENSMUSG00000055531	Cpsf6	1
ENSMUSG00000028525	Pde4b	1
ENSMUSG00000018209	Stk4	1
ENSMUSG00000030788	Rnf141	1
ENSMUSG00000026479	Lamc2	1
ENSMUSG00000117497	1700116H05Rik	1
ENSMUSG00000053825	Ppfia2	1
ENSMUSG00000024943	Smc5	1
ENSMUSG00000033417	Cacul1	1
ENSMUSG00000036099	Vezt	1
ENSMUSG00000053293	Pom121	1
ENSMUSG00000024548	Setbp1	1
ENSMUSG00000034158	Lrrc58	1
ENSMUSG00000019984	Med23	1
ENSMUSG00000009292	Trpm2	1
ENSMUSG00000027365	Trpm7	1
ENSMUSG00000035033	Tbr1	1
ENSMUSG00000090334	Gm17149	1
ENSMUSG00000104443	4932442E05Rik	1
ENSMUSG00000097452	Gm2824	1
ENSMUSG00000070498	Tmem132b	1
ENSMUSG00000024304	Cdh2	1
ENSMUSG00000052915	Msl1	1
ENSMUSG00000031342	Gpm6b	1
ENSMUSG00000020664	Dld	1
ENSMUSG00000020952	Scfd1	1
ENSMUSG00000110243	Gm45631	1
ENSMUSG00000114994	Gm49097	1
ENSMUSG00000039633	Lonrf1	1
ENSMUSG00000030091	Nup210	1
ENSMUSG00000114235	F530104D19Rik	1
ENSMUSG00000086425	F730016J06Rik	1
ENSMUSG00000034023	Fancd2	1
ENSMUSG00000038708	Golga4	1
ENSMUSG00000024030	Abcg1	1
ENSMUSG00000050963	Kcns2	1
ENSMUSG00000015597	Zfp318	1
ENSMUSG00000060534	Dcc	1
ENSMUSG00000067872	Ccdc87	1
ENSMUSG00000079339	Ifit1bl1	1
ENSMUSG00000027347	Rasgrp1	1
ENSMUSG00000039313	Minar1	1
ENSMUSG00000097460	NA	1
ENSMUSG00000041459	Tardbp	1
ENSMUSG00000039509	Nup133	1
ENSMUSG00000041633	Kctd12b	1
ENSMUSG00000113569	Gm48035	1
ENSMUSG00000097275	Gm26648	1
ENSMUSG00000024068	Spast	1
ENSMUSG00000046111	Cep295	1
ENSMUSG00000020705	Ddx42	1
ENSMUSG00000051910	Sox6	1
ENSMUSG00000051599	Pcdhb2	1
ENSMUSG00000033904	Ccp110	1
ENSMUSG00000061911	Myt1l	1
ENSMUSG00000036698	Ago2	1
ENSMUSG00000021929	Kpna3	1
ENSMUSG00000084911	Gm16185	1
ENSMUSG00000030254	Rad18	1
ENSMUSG00000029772	Ahcyl2	1
ENSMUSG00000030660	Pik3c2a	1
ENSMUSG00000022416	Cacna1i	1
ENSMUSG00000052852	Reep1	1
ENSMUSG00000028760	Eif4g3	1
ENSMUSG00000030516	Tjp1	1
ENSMUSG00000038335	Tsr1	1
ENSMUSG00000039501	Znfx1	1
ENSMUSG00000040661	Rad54l2	1
ENSMUSG00000022377	Asap1	1
ENSMUSG00000095217	H2bc15	1
ENSMUSG00000025968	Ndufs1	1
ENSMUSG00000034007	Scaper	1
ENSMUSG00000075595	Zfp652	1
ENSMUSG00000071253	Slc25a16	1
ENSMUSG00000032624	Eml4	1
ENSMUSG00000021816	Ppp3cb	1
ENSMUSG00000071660	Ttc9c	1
ENSMUSG00000019817	Plagl1	1
ENSMUSG00000036403	Cep135	1
ENSMUSG00000104987	2810432F15Rik	1
ENSMUSG00000040452	Cdh12	1
ENSMUSG00000041895	Wipi1	1
ENSMUSG00000030515	Tars3	1
ENSMUSG00000043067	Dpy19l1	1
ENSMUSG00000030770	Parva	1
ENSMUSG00000107833	Gm18791	1
ENSMUSG00000046079	Lrrc8d	1
ENSMUSG00000024483	Ankhd1	1
ENSMUSG00000028430	Nol6	1
ENSMUSG00000004383	Large1	1
ENSMUSG00000011831	Evi5	1
ENSMUSG00000066798	Zbtb6	1
ENSMUSG00000020532	Acaca	1
ENSMUSG00000031174	Rpgr	1
ENSMUSG00000004364	Cul3	1
ENSMUSG00000070331	Qrich2	1
ENSMUSG00000037503	Fam168b	1
ENSMUSG00000048756	Foxo3	1
ENSMUSG00000027351	Spred1	1
ENSMUSG00000054659	Pm20d2	1
ENSMUSG00000106262	Gm43375	1
ENSMUSG00000022120	Obi1	1
ENSMUSG00000113670	Gm49686	1
ENSMUSG00000053626	Tll1	1
ENSMUSG00000036291	Ap5m1	1
ENSMUSG00000006586	Runx1t1	1
ENSMUSG00000034613	Ppm1h	1
ENSMUSG00000064138	Arb2a	1
ENSMUSG00000041303	Gtf3c3	1
ENSMUSG00000022376	Adcy8	1
ENSMUSG00000032096	Arcn1	1
ENSMUSG00000110830	Gm46218	1
ENSMUSG00000036591	Arhgap21	1
ENSMUSG00000022641	Bbx	1
ENSMUSG00000033282	Rpgrip1l	1
ENSMUSG00000079297	Gm2223	1
ENSMUSG00000028278	Rragd	1
ENSMUSG00000044749	Abca6	1
ENSMUSG00000104416	Gm37067	1
ENSMUSG00000075054	Yae1d1	1
ENSMUSG00000110125	Gm33148	1
ENSMUSG00000022403	St13	1
ENSMUSG00000025764	Jade1	1
ENSMUSG00000034912	Mdga2	1
ENSMUSG00000054199	Gon4l	1
ENSMUSG00000117333	Gm16386	1
ENSMUSG00000099051	NA	1
ENSMUSG00000035311	Gnptab	1
ENSMUSG00000087042	Gm11611	1
ENSMUSG00000055067	Smyd3	1
ENSMUSG00000044067	Gpr22	1
ENSMUSG00000021693	Kif2a	1
ENSMUSG00000048106	4632415L05Rik	1
ENSMUSG00000027001	Dusp19	1
ENSMUSG00000006403	Adamts4	1
ENSMUSG00000116673	A630089N07Rik	1
ENSMUSG00000048600	Gm5763	1
ENSMUSG00000021838	Samd4	1
ENSMUSG00000026311	Asb1	1
ENSMUSG00000067889	Sptbn2	1
ENSMUSG00000047141	Zfp654	1
ENSMUSG00000105804	Gm43654	1
ENSMUSG00000103864	Gm37415	1
ENSMUSG00000021254	Gpatch2l	1
ENSMUSG00000031365	Zfp275	1
ENSMUSG00000105969	Gm42525	1
ENSMUSG00000019971	Cep290	1
ENSMUSG00000025246	Tbl1x	1
ENSMUSG00000036473	Tbc1d24	1
ENSMUSG00000028189	Ctbs	1
ENSMUSG00000078185	Chml	1
ENSMUSG00000046876	Atxn1	1
ENSMUSG00000057715	A830018L16Rik	1
ENSMUSG00000009907	Vps4b	1
ENSMUSG00000103928	Gm37893	1
ENSMUSG00000041912	Tdrkh	1
ENSMUSG00000027381	Bcl2l11	1
ENSMUSG00000116933	Atp5po	1
ENSMUSG00000029655	N4bp2l2	1
ENSMUSG00000020988	L2hgdh	1
ENSMUSG00000079177	Fam228a	1
ENSMUSG00000035936	Aldh5a1	1
ENSMUSG00000103145	Gm37744	1
ENSMUSG00000030104	Edem1	1
ENSMUSG00000107944	Gm44280	1
ENSMUSG00000029505	Ep400	1
ENSMUSG00000028426	Rad23b	1
ENSMUSG00000020715	Ern1	1
ENSMUSG00000033769	Exoc6b	1
ENSMUSG00000055958	NA	1
ENSMUSG00000026775	Yme1l1	1
ENSMUSG00000049608	Gpr55	1
ENSMUSG00000102496	Gm36989	1
ENSMUSG00000029708	Gcc1	1
ENSMUSG00000097246	NA	1
ENSMUSG00000060657	Marf1	1
ENSMUSG00000009090	Ap1b1	1
ENSMUSG00000024163	Mapk8ip3	1
ENSMUSG00000089707	Slain1os	1
ENSMUSG00000104860	Gm42510	1
ENSMUSG00000030930	Chst15	1
ENSMUSG00000112820	Gm48298	1
ENSMUSG00000040351	Ankib1	1
ENSMUSG00000006818	Sod2	1
ENSMUSG00000039047	Pigk	1
ENSMUSG00000027963	Extl2	1
ENSMUSG00000031343	Gabra3	1
ENSMUSG00000034362	Csta1	1
ENSMUSG00000054611	Kdm2a	1
ENSMUSG00000009115	Spatc1l	1
ENSMUSG00000021066	Atl1	1
ENSMUSG00000064356	mt-Atp8	1
ENSMUSG00000033781	Asb13	1
ENSMUSG00000022141	Nipbl	1
ENSMUSG00000031960	Aars1	1
ENSMUSG00000002808	Epdr1	1
ENSMUSG00000059811	Atl2	1
ENSMUSG00000028630	Dyrk2	1
ENSMUSG00000049764	Zfp280b	1
ENSMUSG00000097242	NA	1
ENSMUSG00000049047	Armcx3	1
ENSMUSG00000093904	Tomm20	1
ENSMUSG00000030059	Tmf1	1
ENSMUSG00000118467	Gm50481	1
ENSMUSG00000054408	Spcs3	1
ENSMUSG00000034610	Tut4	1
ENSMUSG00000028233	Tgs1	1
ENSMUSG00000037692	Ahdc1	1
ENSMUSG00000022664	Slc35a5	1
ENSMUSG00000032840	Spring1	1
ENSMUSG00000050505	Pcdh20	1
ENSMUSG00000086430	4930551O13Rik	1
ENSMUSG00000022656	Nectin3	1
ENSMUSG00000060935	Tmem263	1
ENSMUSG00000077167	Gm24119	1
ENSMUSG00000052155	Acvr2a	1
ENSMUSG00000025961	4933402D24Rik	1
ENSMUSG00000029814	Igf2bp3	1
ENSMUSG00000056215	Lrguk	1
ENSMUSG00000024286	Ccny	1
ENSMUSG00000050730	Arhgap42	1
ENSMUSG00000021713	Ppwd1	1
ENSMUSG00000087467	Gm13601	1
ENSMUSG00000018736	Ndel1	1
ENSMUSG00000043207	Zmpste24	1
ENSMUSG00000067224	Gm3695	1
ENSMUSG00000024270	Slc39a6	1
ENSMUSG00000054720	Lrrc8c	1
ENSMUSG00000075033	Nxpe3	1
ENSMUSG00000032468	Armc8	1
ENSMUSG00000041992	Rapgef5	1
ENSMUSG00000028389	Zfp37	1
ENSMUSG00000028382	Ptbp3	1
ENSMUSG00000098588	Mir6340	1
ENSMUSG00000022710	Usp7	1
ENSMUSG00000027536	Chmp4c	1
ENSMUSG00000075415	Fnbp1	1
ENSMUSG00000024172	St6gal2	1
ENSMUSG00000056234	Ncoa4	1
ENSMUSG00000068040	Tm9sf4	1
ENSMUSG00000047036	Zfp445	1
ENSMUSG00000041380	Htr2c	1
ENSMUSG00000069237	Fam8a1	1
ENSMUSG00000115624	Gm49204	1
ENSMUSG00000117992	Gm41760	1
ENSMUSG00000021366	Hivep1	1
ENSMUSG00000037573	Tob1	1
ENSMUSG00000038369	Ncoa6	1
ENSMUSG00000058900	Rsl1	1
ENSMUSG00000096764	Gm21985	1
ENSMUSG00000021245	Mlh3	1
ENSMUSG00000057280	Musk	1
ENSMUSG00000027896	Slc16a4	1
ENSMUSG00000036986	Pml	1
ENSMUSG00000021302	Ggps1	1
ENSMUSG00000108910	Gm44625	1
ENSMUSG00000019802	Sec63	1
ENSMUSG00000036298	Slc2a13	1
ENSMUSG00000025702	Marchf8	1
ENSMUSG00000045039	Megf8	1
ENSMUSG00000099662	Ppp1r2-ps2	1
ENSMUSG00000038331	Satb2	1
ENSMUSG00000044795	Cyb5d1	1
ENSMUSG00000028221	Pip4p2	1
ENSMUSG00000029686	Cul1	1
ENSMUSG00000038072	Galnt11	1
ENSMUSG00000107106	Gm43760	1
ENSMUSG00000089774	Slc5a3	1
ENSMUSG00000041229	Phf8	1
ENSMUSG00000089922	Gm43517	1
ENSMUSG00000033166	Dis3	1
ENSMUSG00000010392	Gosr1	1
ENSMUSG00000060716	Plekhh1	1
ENSMUSG00000033124	Atg9a	1
ENSMUSG00000107352	Gm43660	1
ENSMUSG00000113774	Gm36236	1
ENSMUSG00000115157	Gm49397	1
ENSMUSG00000030795	Fus	1
ENSMUSG00000000276	Dgke	1
ENSMUSG00000036667	Tcaf1	1
ENSMUSG00000040327	Cul9	1
ENSMUSG00000061353	Cxcl12	1
ENSMUSG00000021696	Elovl7	1
ENSMUSG00000046962	Zbtb21	1
ENSMUSG00000000266	Mid2	1
ENSMUSG00000024413	Npc1	1
ENSMUSG00000093452	Zfhx2os	1
ENSMUSG00000022708	Zbtb20	1
ENSMUSG00000011960	Ccnt1	1
ENSMUSG00000095463	Entpd4	1
ENSMUSG00000026620	Mark1	1
ENSMUSG00000037536	Fbxo34	1
ENSMUSG00000056579	Tug1	1
ENSMUSG00000085440	Sorbs2os	1
