ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000031532,Saraf,67887,8,34621717,34637999,-0.16101428963911,-0.502354779613946,-0.481782766150244,0.699548806713879,0.524500847617619,no,1
ENSMUSG00000031534,Smim19,102032,8,22952630,22966898,-0.0632425430966029,-0.35813112897141,-0.502344691302876,0.718894510384952,0.222411499560973,no,1
ENSMUSG00000031540,Kat6a,244349,8,23349551,23433275,0.253378547391335,0.448881016558464,0.421152912516131,-0.783048280750143,-0.492991354879462,no,2
ENSMUSG00000031555,Adam9,11502,8,25439627,25506943,0.0175268628243629,0.728073010878725,0.377700932804513,-0.434707453420249,-0.641065749299042,yes,2
ENSMUSG00000031556,Tm2d2,69742,8,25507227,25513276,-0.14649184847961,-0.56577283597914,-0.386105910959336,0.867702917740983,0.293388827705228,no,1
ENSMUSG00000031558,Slit2,20563,5,48140480,48465075,0.0920503489610147,0.70750858552774,0.341479462717239,-0.776759919899639,-0.37435719023309,yes,2
ENSMUSG00000031561,Tenm3,23965,8,48680717,49296986,0.0748113969953276,0.761930894493136,0.325718185404493,-0.459232401833877,-0.695842381597835,no,2
ENSMUSG00000031563,Wwc2,52357,8,48276994,48443959,-0.0768160218241556,0.870723071208597,0.142813226819278,-0.100091440787287,-0.706456563114344,no,2
ENSMUSG00000031570,Plpp5,71910,8,26210064,26214914,-0.214288691375972,-0.474870933426023,-0.316489112387952,0.580480853401208,0.546311824535089,no,1
ENSMUSG00000031578,Mak16,67920,8,31649491,31658792,-0.0259529502061799,-0.394722761465496,-0.798536208369705,0.275457828155122,0.93032524108547,no,1
ENSMUSG00000031590,Frg1,14300,8,41850496,41870111,-0.252017057377668,-0.525236983678707,-0.301420067743887,0.630058108757022,0.593859044436451,no,1
ENSMUSG00000031592,Pcm1,18536,8,41692789,41785381,0.0108614897185473,0.797130396768178,0.412669800042833,-0.568845777770374,-0.593534492984093,yes,2
ENSMUSG00000031596,Slc7a2,11988,8,41315433,41375345,0.152664048732768,0.533380706027316,0.363091903549742,-0.656225967446472,-0.462960335244005,no,2
ENSMUSG00000031609,Sap30,60406,8,57935741,57940894,-0.0757061929926848,-0.423496362415162,-0.491832436732061,0.421205004878399,0.591318268471406,no,1
ENSMUSG00000031610,Scrg1,20284,8,57908957,57930619,0.0226782481975334,-0.314387290385586,-0.31925400424633,-0.230578170030929,0.798333589451677,no,1
ENSMUSG00000031616,Ednra,13617,8,78389660,78451093,0.405103046071049,0.76754144348857,-0.290136208744753,-0.38457031806932,-0.737803460341346,no,2
ENSMUSG00000031633,Slc25a4,11739,8,46659834,46664321,-0.165756505175634,-0.611188167861854,-0.483871182419514,0.889952570861494,0.444248316155538,yes,1
ENSMUSG00000031634,Ufsp2,192169,8,46428565,46449995,-0.205670974201943,-0.597504823233502,0.247189296707529,0.686465597189459,-0.0260179344129977,no,1
ENSMUSG00000031652,N4bp1,80750,8,87534788,87611886,0.172114241400925,0.748684627478173,0.150086699937908,-0.712879564187199,-0.424701300057232,no,2
ENSMUSG00000031660,Brd7,26992,8,89057667,89088822,-0.114273272097993,-0.749335218541732,-0.209511348193176,0.621164134108583,0.475216057252624,no,1
ENSMUSG00000031666,Rbl2,19651,8,91796685,91850472,-0.0939758927313944,0.53982575294427,0.451181415848022,-0.00136342342474675,-0.780200453675543,no,2
ENSMUSG00000031691,Tnpo2,212999,8,85763544,85784212,0.0674455604051775,0.816706178691924,0.197790261616988,-0.726405158836907,-0.338062163956695,no,2
ENSMUSG00000031700,Gpt2,108682,8,86219205,86254189,-0.0753214222584419,-0.148681251706163,-0.596956063485199,0.507435426618069,0.357624273216654,no,1
ENSMUSG00000031709,Tbc1d9,71310,8,83891981,83999563,0.0656170540435897,0.762124320340133,0.495582031416668,-0.72393548294388,-0.585090353360608,no,2
ENSMUSG00000031728,Zfp821,75871,8,110432178,110451564,-0.096379463491877,-0.53527240686311,-0.454788401173301,0.39720860000759,0.716910235234412,no,1
ENSMUSG00000031730,Dhodh,56749,8,110317975,110335305,-0.228805816321627,-0.628975731527234,-0.300661802693698,0.815853964808778,0.461779103681133,no,1
ENSMUSG00000031731,Ap1g1,11765,8,110505186,110590836,0.197506962722821,0.66035497713343,0.386014230785757,-0.636737450014851,-0.700239361241319,no,2
ENSMUSG00000031732,Phlpp2,244650,8,110595174,110671303,0.0980027354500946,0.682433225315742,0.558973079877539,-0.883845224469091,-0.47219643231889,no,2
ENSMUSG00000031758,Cdyl2,75796,8,117301139,117459730,0.146232074322437,0.435062989397788,0.374174317969168,-0.705924617555578,-0.322963570759167,no,2
ENSMUSG00000031760,Mt3,17751,8,94879235,94880774,-0.164609244968075,-0.357947219895369,-0.52864803546701,0.436773431350195,0.708059067715006,no,1
ENSMUSG00000031762,Mt2,17750,8,94899292,94900196,-0.206405439653938,-0.794501925892465,-0.170792825886518,0.753110986150195,0.507184791198831,no,1
ENSMUSG00000031765,Mt1,17748,8,94905710,94906955,-0.154745808065357,-0.504688224306152,-0.405107909276906,0.577752173372171,0.560791772299683,no,1
ENSMUSG00000031770,Herpud1,64209,8,95113066,95122005,0.123998820890529,-0.729021040053697,-0.373399428940881,0.856303779126305,-0.0316330000280603,no,1
ENSMUSG00000031772,Cntnap4,170571,8,113296675,113609349,0.198596288248089,0.588051929981404,0.4126997617188,-0.481491780079228,-0.817799088556607,no,2
ENSMUSG00000031774,Psme3ip1,102122,8,95300766,95328625,-0.0910719530088981,-0.468797735555964,-0.329946997132666,0.763591051244649,0.155463121246456,no,1
ENSMUSG00000031776,Arl2bp,107566,8,95393228,95401053,-0.0476509210333073,-0.41810582081349,-0.610819212982219,0.714370446056024,0.363101547813672,no,1
ENSMUSG00000031783,Polr2c,20021,8,95584078,95600163,-0.10195990385629,-0.722248714207998,-0.38656415702575,0.670674672913996,0.556380637217566,no,1
ENSMUSG00000031799,Tpm4,326618,8,72884018,72906986,0.0193854302515305,-0.617986503442211,-0.376708689073191,0.530007649656286,0.379264164632037,no,1
ENSMUSG00000031807,Pgls,66171,8,72044820,72053736,0.103052282509252,-0.870804652441608,-0.241380978639232,0.451767795258106,0.407509287061307,yes,1
ENSMUSG00000031808,Slc27a1,26457,8,72021526,72039946,-0.123631176115329,-0.749046115968708,0.031443759267191,0.350317761055717,0.521218644183349,no,1
ENSMUSG00000031818,Cox4i1,12857,8,121394961,121400946,-0.168273000341675,-0.625963965413034,-0.505889105076178,0.811856222117447,0.562310935185279,yes,1
ENSMUSG00000031820,Babam1,68251,8,71849505,71857263,-0.0445299364192314,-0.50755306222769,-0.423242800184661,0.828575629248343,0.137851533378668,no,1
ENSMUSG00000031821,Gins2,272551,8,121305372,121316043,-0.0735454129624758,-0.789573013418675,-0.251004775304411,0.783088750211068,0.320395760078086,no,1
ENSMUSG00000031827,Cotl1,72042,8,120535961,120567283,-0.0207498321640581,-0.606913803343984,-0.531857080180103,0.695503253429471,0.429003686103111,yes,1
ENSMUSG00000031837,Necab2,117148,8,120173458,120199379,-0.206528446055211,0.0595728971912838,-0.66497929112633,0.647301874601374,0.324493708029694,no,1
ENSMUSG00000031839,Hsbp1,68196,8,120071227,120075661,-0.247924357402501,-0.314233148962406,-0.453463935519773,0.622468467884904,0.552910146304736,no,1
ENSMUSG00000031840,Rab3a,19339,8,71207328,71211323,-0.194887577398322,-0.567850080703985,-0.431523163993283,0.888025407034499,0.405080258051132,yes,1
ENSMUSG00000031848,Lsm4,50783,8,71125898,71131402,-0.203217185155171,-0.378074778801352,-0.600184798926989,0.85368563491427,0.448697785268826,no,1
ENSMUSG00000031851,Ntpcr,66566,8,126456702,126474974,-0.447819962217764,-0.0833013443019058,-0.404627858782219,0.650894351182928,0.61377800709042,no,1
ENSMUSG00000031864,Ints10,70885,8,69246581,69284319,0.0187627878069772,0.579311688618305,0.481268408523577,-0.219716082364513,-0.825422919388214,no,2
ENSMUSG00000031865,Dctn1,13191,6,83142902,83177099,0.0100255556828913,0.154330885762887,0.330668378617432,0.0363066475956286,-0.525989727274163,yes,2
ENSMUSG00000031870,Pgr,18667,9,8899834,8968612,0.0711789993453378,0.685608522561683,0.420847910865553,-0.557801218970952,-0.616084419763795,no,2
ENSMUSG00000031875,Cmtm3,68119,8,105066042,105074304,-0.139492805025221,-0.815284512008265,-0.270289586539057,0.86765764077486,0.394088490565673,no,1
ENSMUSG00000031879,Ciao2b,68523,8,105366470,105368597,-0.0517185863907016,-0.382634896595335,-0.433944569718929,0.323878147489779,0.551322603625194,no,1
ENSMUSG00000031897,Psmb10,19171,8,106662367,106665076,-0.0130781619273815,-0.486854919771571,-0.51576872857297,0.601749203190884,0.383189985212208,no,1
ENSMUSG00000031913,Vps4a,116733,8,107757854,107772387,-0.249360370586347,-0.735767945279162,-0.091184339963351,0.957164400141131,0.244854538187447,no,1
ENSMUSG00000031927,1700012B09Rik,69325,9,14667883,14682326,-0.0313959379122863,-0.226603702567802,-0.776176117688084,0.825077829871683,0.213761239849985,no,1
ENSMUSG00000031948,Kars1,85305,8,112720075,112737955,-0.0809482757952024,-0.730974981312826,-0.364806348889095,1.10490825119407,0.071617979873252,no,1
ENSMUSG00000031950,Gabarapl2,93739,8,112667335,112680244,-0.0614690373220408,-0.596697602450537,-0.322799439495154,0.874039033729036,0.103304023325828,no,1
ENSMUSG00000031954,Cfdp1,23837,8,112495123,112580923,-0.183928320005743,-0.308555472122075,-0.469184635067954,0.527797467345495,0.546104243844372,no,1
ENSMUSG00000031976,Urb2,382038,8,124748247,124775244,0.0607883360238174,0.935865793465515,0.495346686241428,-0.73036754658934,-0.729235705037241,no,2
ENSMUSG00000031993,Snx19,102607,9,30338404,30378029,-0.0264903350116676,0.1341017855416,0.80474341594935,-0.479362349177066,-0.401949617248618,no,2
ENSMUSG00000031996,Aplp2,11804,9,31060853,31123111,0.228372404436811,0.250754647557443,0.693925438827944,-0.575312653798697,-0.748122919721169,no,2
ENSMUSG00000032009,Sesn3,75747,9,14186363,14244397,0.0945118323067008,0.742632108013007,0.441849319670625,-0.682113878739242,-0.605877246480021,no,2
ENSMUSG00000032018,Sc5d,235293,9,42162891,42175552,0.0469018012269174,0.848258828039889,0.290513183068876,-0.33745577099662,-0.812706156589394,no,2
ENSMUSG00000032030,Cul5,75717,9,53525882,53581314,0.0302235954276687,0.500790680390859,0.490762297176405,-0.490379508183848,-0.512332204682672,no,2
ENSMUSG00000032035,Ets1,23871,9,32547517,32669116,0.136036991990683,0.40137844314956,0.323162167986565,-0.672560930355027,-0.256596213168953,no,2
ENSMUSG00000032046,Abhd12,76192,2,150674413,150746661,-0.246739842796975,-0.42409875200509,-0.335353351629805,0.884668959330314,0.271236306532038,no,1
ENSMUSG00000032047,Acat1,110446,9,53491822,53521682,-0.0917182110781378,-0.770340165913919,-0.097870647420344,0.805596285189454,0.158926383705484,no,1
ENSMUSG00000032051,Fdx1,14148,9,51854606,51874856,0.25295516944982,-0.654428791478094,-0.533058253831806,0.57442501946303,0.115854746686453,no,1
ENSMUSG00000032060,Cryab,12955,9,50662625,50667936,-0.092498817635126,-0.682502315245497,-0.36416757869903,0.861372921109953,0.290294710758977,no,1
ENSMUSG00000032064,Dixdc1,330938,9,50574052,50650817,0.253598658791902,0.101534654111441,0.479588851972726,-0.453589501722353,-0.562870436071899,no,2
ENSMUSG00000032067,Pts,19286,9,50432917,50440024,0.039159616992275,-0.838891065219573,-0.067909293271204,0.335001903231182,0.433361536755003,no,1
ENSMUSG00000032076,Cadm1,54725,9,47441471,47769413,-0.0569352165577663,0.86405968017542,0.29366343728862,-0.546947764994048,-0.439133750145849,yes,2
ENSMUSG00000032086,Bace1,23821,9,45749878,45775697,0.0420647197015073,0.551819899720837,0.659560886769867,-0.602851965013323,-0.636157089311433,no,2
ENSMUSG00000032089,Il10ra,16154,9,45165135,45180447,-0.0817602118746775,-0.489289897085346,0.804022660355855,0.201038812496649,-0.413465363076865,yes,2
ENSMUSG00000032097,Ddx6,13209,9,44516189,44552028,0.126160754647748,0.872810953296653,0.28390026519446,-0.943908714191393,-0.36084957882524,no,2
ENSMUSG00000032118,Fez1,235180,9,36733160,36790220,-0.148737263584903,-0.657924433782148,-0.28741948888154,0.966631438388662,0.18417565939998,no,1
ENSMUSG00000032171,Pin1,23988,9,20563391,20577880,-0.236756724706455,-0.662574700561186,-0.294215836697506,0.944532535212322,0.371367711902446,no,1
ENSMUSG00000032184,Lysmd2,70082,9,75533023,75545053,-0.153333751261004,-0.844663821686805,-0.109518258559918,0.676488075329551,0.475639417816762,no,1
ENSMUSG00000032186,Tmod2,50876,9,75472903,75518607,0.0952377663418567,0.776736207860858,0.452952912041415,-0.773237220311002,-0.558389973367786,no,2
ENSMUSG00000032204,Aqp9,64008,9,71017941,71075964,-0.0683196003831427,-0.428749094516766,-0.330218574684472,0.784496845672757,0.058301032989316,no,1
ENSMUSG00000032216,Nedd4,17999,9,72569628,72657134,-0.06655802868045,0.702449939033013,0.57651854993149,-0.39167067559682,-0.712283768257519,no,2
ENSMUSG00000032238,Rora,19883,9,68561068,69295528,0.176052097411813,0.449856565839717,0.576443833635469,-0.785331558155689,-0.511571964636962,no,2
ENSMUSG00000032239,Rp9,55934,9,22322343,22381039,-0.0448603858187672,-0.473066913166448,-0.620995055672308,0.600665481524475,0.532479919733173,no,1
ENSMUSG00000032244,Fem1b,14155,9,62699103,62719216,-0.0319874653830936,0.783538203543696,0.439524365366239,-0.490475360175583,-0.611314294018594,no,2
ENSMUSG00000032249,Anp32a,11737,9,62248575,62286094,-0.0664181897827224,-0.639342297491256,-0.0919096703464167,0.0175541679950135,0.77665110717156,no,1
ENSMUSG00000032252,Glce,93683,9,61964530,62029937,-0.0462002357670035,0.718143179470861,0.567744861777486,-0.822010507733725,-0.323181855966429,no,2
ENSMUSG00000032288,Imp3,102462,9,56844759,56845682,-0.0870522532120555,-0.546912405818217,-0.417961230794212,0.513334921379794,0.558304124535646,no,1
ENSMUSG00000032291,Crabp1,12903,9,54672032,54680394,0.189787034489869,-0.388984782297243,-0.823493505150259,0.415276777984123,0.432658800581393,no,1
ENSMUSG00000032301,Psma4,26441,9,54858074,54865314,-0.113443480003767,-0.410681132831529,-0.521899485495146,0.518359622028993,0.578523658568376,no,1
ENSMUSG00000032324,Tspan3,56434,9,56039009,56072761,-0.11103451678542,-0.152579634579841,-0.56386274942965,0.721474239968848,0.176563578866951,no,1
ENSMUSG00000032327,Stra6,20897,9,57971071,58061279,0.309068845276238,-0.635707671889837,-0.399097475102301,-0.156201028086966,0.597160056521798,no,1
ENSMUSG00000032329,Hmg20a,66867,9,56325893,56404220,0.10428489121632,0.935656192883312,0.0107463665923286,-0.621703264124324,-0.429226505572829,no,2
ENSMUSG00000032330,Cox7a2,12866,9,79662643,79667160,-0.169167793097903,-0.177905781840235,-0.348538711738393,0.190799473200147,0.61686317647993,no,1
ENSMUSG00000032340,Neo1,18007,9,58781970,58943724,0.186723664385009,0.829595168520738,0.299075008981262,-0.830635151148443,-0.555668508317347,no,2
ENSMUSG00000032353,Tmed3,66111,9,89581259,89587121,-0.14202660494028,-0.66858172586496,-0.419919591144323,0.692148983272794,0.589183748559766,no,1
ENSMUSG00000032356,Rasgrf1,19417,9,89791961,89909030,-0.109082015102528,0.646277953106795,0.335050144817961,0.0692525651948979,-0.805830640598003,no,2
ENSMUSG00000032370,Lactb,80907,9,66862670,66882766,-0.208761808587871,-0.368154213399832,-0.419087136799677,0.696603425286418,0.425291572158462,yes,1
ENSMUSG00000032382,Snx1,56440,9,65995415,66033869,-0.0695900115581394,-0.547337088391098,-0.367200273583816,0.876874218573989,0.11383423959504,no,1
ENSMUSG00000032383,Ppib,19035,9,65967504,65973905,-0.132706615016404,-0.61253972847469,-0.521438030374179,0.673565851609726,0.64160350614502,no,1
ENSMUSG00000032386,Trip4,56404,9,65736212,65816076,0.148214892983673,0.736593685388619,0.139713169406921,-0.647532856273547,-0.42676725412769,no,2
ENSMUSG00000032393,Dpp8,74388,9,64939696,64989933,0.0371987791713917,0.782213442462543,0.602812623660185,-0.746232745083685,-0.63870673105057,no,2
ENSMUSG00000032399,Rpl4,67891,9,64080657,64085948,-0.183347410331052,-0.566423044014725,-0.465547961050661,0.826565262886346,0.479061789923748,no,1
ENSMUSG00000032410,Xrn1,24127,9,95836813,95939856,0.0175623828102504,0.610094775910332,0.651006775503543,-0.791270935840642,-0.449723554165283,no,2
ENSMUSG00000032411,Tfdp2,211586,9,96078328,96205699,-0.0924950420887732,0.868502207582637,0.326260297579637,-0.301582542383997,-0.65893845515771,no,2
ENSMUSG00000032412,Atp1b3,11933,9,96214708,96246495,0.150202727087696,-0.870112856552214,-0.392887692229245,0.587706680923963,0.339929690741156,yes,1
ENSMUSG00000032452,Clstn2,64085,9,97326448,97915234,0.0716602962413505,0.307021391762322,0.667237944019642,-0.745819966843745,-0.328259771380342,no,2
ENSMUSG00000032462,Pik3cb,74769,9,98918707,99022674,-0.0719155491243222,0.820556408503863,0.453999839941901,-0.298600073368314,-0.781724263401228,yes,2
ENSMUSG00000032481,Smarcc1,20588,9,109946776,110069246,0.071736052082027,0.657930072694602,0.266964028397047,-0.365023770980557,-0.630580915196868,no,2
ENSMUSG00000032504,Pdcd6ip,18571,9,113480812,113537327,-0.0627786987097885,0.392127019856691,0.56376604715622,-0.0382150226289646,-0.775138069987198,no,2
ENSMUSG00000032508,Myd88,17874,9,119165000,119170477,-0.222170225837659,-0.269787965770624,-0.163945842012418,1.04497722642435,-0.244927853906371,no,1
ENSMUSG00000032512,Wdr48,67561,9,119723944,119755653,-0.162725345075004,0.978040168959773,0.491949316546662,-0.754085757742051,-0.34963102646972,no,2
ENSMUSG00000032517,Mobp,17433,9,119978773,120010550,0.0293653057760219,-0.623100691865763,-0.439071348888298,0.811944613783482,0.146913084207075,yes,1
ENSMUSG00000032518,Rpsa,16785,9,119956755,119961435,-0.179510598821984,-0.659554510797667,-0.516988762816534,0.939003618382751,0.496720327270036,no,1
ENSMUSG00000032536,Trak1,67095,9,121126568,121303984,0.0784950443789211,0.472482488714257,0.305480788884969,-0.6812161870934,-0.194739877442645,no,2
ENSMUSG00000032547,Ryk,20187,9,102712116,102785504,-0.0604693698221365,-0.549028165253446,-0.42188299128145,0.658885725108988,0.372094481510072,no,1
ENSMUSG00000032553,Srprb,20818,9,103065231,103079336,0.177258030413721,-0.829294863960813,-0.420841533820617,0.657772851749535,0.2130540874779,no,1
ENSMUSG00000032557,Uba5,66663,9,103923798,103940333,-0.193346588211952,-0.600549161930763,-0.427047094380262,0.845265970784845,0.470641051402961,no,1
ENSMUSG00000032560,Dnajc13,235567,9,104028481,104140129,0.000275752357768851,0.80533934154545,0.620002349314631,-0.678960826321732,-0.679751819368947,no,2
ENSMUSG00000032562,Gnai2,14678,9,107491324,107512566,-0.0919895637341905,-0.65153381267524,-0.590367340688157,1.13597312704751,0.212615278460916,no,1
ENSMUSG00000032571,Pik3r4,75669,9,105520177,105564856,-0.0706740467977751,0.409722027034577,0.6376249636882,-0.348904514106945,-0.540619392466834,no,2
ENSMUSG00000032575,Manf,74840,9,106715511,106769178,-0.027604324323299,-0.434430762554653,-0.27933884573848,0.330714197661134,0.395160414651492,yes,1
ENSMUSG00000032589,Bsn,12217,9,107973221,108067583,0.0524212415092263,0.65111177415446,0.599523375583277,-0.878681473398909,-0.409431534467026,yes,2
ENSMUSG00000032601,Prkar2a,19087,9,108566513,108627635,0.103462177063511,0.625348778408273,0.324720575604712,-0.369035621788391,-0.709980143885136,no,2
ENSMUSG00000032609,Klhdc8b,78267,9,108324835,108338780,-0.0968555592842261,-0.538940686329327,-0.473318105899742,0.71449167183764,0.422352625278043,no,1
ENSMUSG00000032625,Thsd7a,330267,6,12311609,12749409,0.212358462247164,0.692707364877515,0.550641449065622,-0.775124552334008,-0.782125956801911,no,2
ENSMUSG00000032652,Crebl2,232430,6,134807117,134835894,0.1586568691582,0.58732138778002,0.213551864745668,-0.166484930331119,-0.863094394239815,no,2
ENSMUSG00000032666,1700025G04Rik,69399,1,151728154,151965876,0.303633298249311,0.494900858575273,0.239179003710732,-0.924136696903784,-0.300059699103815,no,2
ENSMUSG00000032718,Mansc1,67729,6,134586170,134609451,0.21060473030983,-0.00362564985889616,0.539641866690421,-0.776092750115854,-0.128783882246233,no,2
ENSMUSG00000032727,Mier3,218613,13,111817513,111855130,-0.0677011742481984,0.664847327169889,0.302752213010505,-0.439064616000479,-0.354653925314824,no,2
ENSMUSG00000032777,Gtf3c1,233863,7,125240126,125306952,0.00372235188796624,0.715881083957019,0.508090618947175,-0.713905119332388,-0.456923942379255,no,2
ENSMUSG00000032802,Srxn1,76650,2,151947436,151953296,-0.191606649245073,-0.338216902534301,-0.315279390724306,0.792888057116519,0.167735130443209,no,1
ENSMUSG00000032826,Ank2,109676,3,126715261,127292999,0.100040440218556,0.751788881630466,0.626886399610041,-0.920745745355615,-0.570351232798081,no,2
ENSMUSG00000032827,Ppp1r9a,243725,6,4902917,5165661,0.0485651117506593,0.692422694114752,0.360858896421447,-0.802991748086907,-0.277576896836768,no,2
ENSMUSG00000032855,Pkd1,18763,17,24768808,24815482,0.197685657055726,-0.00524241274289593,0.21662969911002,-0.543467860947239,-0.0143061929957606,no,2
ENSMUSG00000032890,Rims3,242662,4,120712013,120753776,0.162375707760442,0.389682270013448,0.265538192946432,-0.515223561325216,-0.391680867714293,no,2
ENSMUSG00000032897,Nfyc,18046,4,120614635,120688769,-0.0439391549926474,-0.856164733096638,-0.0836425151758292,0.539585504958795,0.405768203459351,no,1
ENSMUSG00000032911,Cspg4,121021,9,56772317,56807154,0.00281681174000509,0.423751060182808,0.478236661258667,-0.399907586466546,-0.471696967171477,no,2
ENSMUSG00000032913,Lrig2,269473,3,104303734,104419234,0.0518346260622096,0.624256083397593,0.375656169158084,-0.29852200128124,-0.74007950660009,no,2
ENSMUSG00000032932,Hspa13,110920,16,75542319,75563992,0.0893931411309451,0.676520900526175,0.100899944700201,-0.235470354091589,-0.642011746403477,no,2
ENSMUSG00000032959,Pebp1,23980,5,117420719,117425690,-0.174084959665172,-0.688348279791283,-0.44045170247697,0.797702786553656,0.57838351847934,no,1
ENSMUSG00000032966,Fkbp1a,14225,2,151384403,151403612,-0.268528888186171,-0.245391840415854,-0.386444267359871,0.519448962590779,0.561863379476013,no,1
ENSMUSG00000032977,Slx9,108707,10,77322495,77351619,-0.183203013750526,-0.572965726998146,-0.422741149638001,0.735131627861251,0.533433378921865,no,1
ENSMUSG00000033004,Mycbp2,105689,14,103350847,103584250,0.105519712472456,0.806171613352308,0.46008660064017,-0.808832038944631,-0.574904704095227,no,2
ENSMUSG00000033006,Sox10,20665,15,79039108,79049440,0.0466008650873206,-0.409523410910637,-0.519222912597849,0.900698155823971,-0.0876302971273685,no,1
ENSMUSG00000033009,Ogfod1,270086,8,94763826,94794549,0.22172478573019,0.736302415762319,0.241000635903905,-0.54338442548093,-0.760578466566384,no,2
ENSMUSG00000033014,Trim33,94093,3,103186609,103266091,0.112005233733308,0.404678518007375,0.477977643067755,-0.574554709200354,-0.470387401074253,no,2
ENSMUSG00000033020,Polr2f,69833,15,79025209,79035974,-0.122247492187025,-0.199381068426545,-0.640329909829762,0.399603993901837,0.637425006646142,no,1
ENSMUSG00000033022,Cdo1,12583,18,46846260,46861462,-0.16114583554158,-0.100196544470353,-0.640665422017416,0.562827334003442,0.451690132642825,no,1
ENSMUSG00000033054,Npat,244879,9,53448347,53485642,-0.028782532666853,0.734091419055466,0.549171785944518,-0.502774148426991,-0.668945339484841,no,2
ENSMUSG00000033059,Pygb,110078,2,150628655,150673678,0.0942323947911411,0.459944226588615,0.214952794619153,0.0609913961551427,-0.862466422698239,no,2
ENSMUSG00000033099,Nol12,97961,15,78819133,78827838,-0.0705346948923156,-0.785153589280705,-0.394689663548269,0.618271742292851,0.619577760824327,no,1
ENSMUSG00000033124,Atg9a,245860,1,75157504,75168840,-0.308804721470789,0.759205034669265,0.250638976875025,-0.269081779730044,-0.137086883017697,no,2
ENSMUSG00000033152,Podxl2,319655,6,88819540,88852026,0.077671087927483,-0.620469910449126,-0.561923440876316,0.970445859212136,0.0243172623694989,no,1
ENSMUSG00000033159,Cnppd1,69171,1,75111198,75119355,-0.0483260525022438,-0.885928649542173,-0.184638816868098,0.648673379490573,0.432637291336873,no,1
ENSMUSG00000033161,Atp1a1,11928,3,101483535,101512000,0.0557054690531424,0.231470591356841,0.675036922101738,-0.684501266931052,-0.30020160142443,no,2
ENSMUSG00000033166,Dis3,72662,14,99312642,99337206,-0.0310815489561372,0.563273184868207,0.596800097931807,-0.506661164999813,-0.552079975054751,no,2
ENSMUSG00000033208,S100b,20203,10,76089687,76096993,-0.0159638159733595,-0.633271341454729,-0.300288548271087,0.778862578420398,0.12986137747098,no,1
ENSMUSG00000033228,Scaf11,72193,15,96309580,96358724,0.086363713439216,0.706378780629164,0.438655046578328,-0.374130665327543,-0.863174762012702,no,2
ENSMUSG00000033237,Arid2,77044,15,96185399,96302873,0.0569401865427958,0.731548371694629,0.233062956085743,-0.69603262218946,-0.307261667733016,no,2
ENSMUSG00000033249,Hsf4,26386,8,105996433,106002477,-0.13090244002836,-0.466630917116635,-0.3594756954273,0.946730098708075,0.0695698741257537,no,1
ENSMUSG00000033278,Ptprm,19274,17,66973942,67661452,0.0324377419023405,0.546042255330624,0.588433492362001,-0.466132225816848,-0.679606048927338,no,2
ENSMUSG00000033287,Kctd17,72844,15,78312764,78323503,-0.237776716053282,-0.33279167289932,-0.476985260844143,0.550572675036497,0.64758087239185,no,1
ENSMUSG00000033295,Ptprf,19268,4,118065410,118148602,-0.0194705564781374,0.859156202258614,0.0117412602623786,-0.241130152201588,-0.524097486294302,no,2
ENSMUSG00000033306,Lpp,210126,16,24212257,24811328,0.237888099096925,-0.016913201247249,0.615615834413938,-0.545343869724775,-0.471072370298792,yes,2
ENSMUSG00000033307,Mif,17319,10,75695187,75696074,-0.140254808072012,-0.732462450359525,-0.318817463463855,0.671126399027886,0.56456089139158,no,1
ENSMUSG00000033319,Fem1c,240263,18,46634813,46659038,0.108846805325241,0.516178611516795,0.499473490854523,-0.440470757103046,-0.722648370294398,no,2
ENSMUSG00000033335,Dnm2,13430,9,21336204,21419055,-0.0078282982100283,-0.603675446322246,-0.500353273490464,0.668689928931242,0.398732025555452,yes,1
ENSMUSG00000033364,Usp37,319651,1,74474670,74583443,-0.0209019666627123,0.560526862985302,0.435481810467754,-0.370333517924384,-0.542386141953374,no,2
ENSMUSG00000033379,Atp6v0b,114143,4,117741523,117744530,-0.179633168327556,-0.611810380318064,-0.409403922853425,0.907991007101157,0.37659714228368,no,1
ENSMUSG00000033382,Trappc8,75964,18,20950280,21029150,0.132604202074587,0.451221721096951,0.536614146126205,-0.665188851036985,-0.517102559725341,no,2
ENSMUSG00000033392,Clasp2,76499,9,113570541,113748750,0.00227218221425661,0.764895052026541,0.494180076408007,-0.471054976808881,-0.728255216165097,no,2
ENSMUSG00000033396,Spg11,214585,2,121884001,121948867,-0.130647606066029,0.841125477560525,0.637265614894794,-0.268227055733286,-0.911436936309846,no,2
ENSMUSG00000033400,Agl,77559,3,116533648,116601815,0.0162482771055985,0.893722162281671,0.325310263534339,-0.516349106287118,-0.656640957607001,no,2
ENSMUSG00000033411,Ctdspl2,329506,2,121786482,121844123,-0.0811855850017024,0.503741881275409,0.685586872460325,-0.424335914154131,-0.580939575722299,no,2
ENSMUSG00000033416,Gucd1,68778,10,75186945,75353806,0.125779721170559,-0.757848835523827,-0.420779574617635,0.818729644561135,0.0766301839046715,no,1
